Statistical profiling result from isolate-0x62390c0-28165-v8.log, (22971 ticks, 161 unaccounted, 0 excluded).

 [Summary]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  RegExp: ^\[?((?:(?:(?:(?:[0-9A-Fa-f]{1,4})\:){6}(?:(?:(?:[0-9A-Fa-f]{1,4})\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9]))))|(?:\:\:(?:(?:[0-9A-Fa-f]{1,4})\:){5}(?:(?:(?:[0-9A-Fa-f]{1,4})\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9]))))|(?:(?:(?:[0-9A-Fa-f]{1,4}))?\:\:(?:(?:[0-9A-Fa-f]{1,4})\:){4}(?:(?:(?:[0-9A-Fa-f]{1,4})\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9]))))|(?:(?:(?:(?:[0-9A-Fa-f]{1,4})\:){0,1}(?:[0-9A-Fa-f]{1,4}))?\:\:(?:(?:[0-9A-Fa-f]{1,4})\:){3}(?:(?:(?:[0-9A-Fa-f]{1,4})\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9]))))|(?:(?:(?:(?:[0-9A-Fa-f]{1,4})\:){0,2}(?:[0-9A-Fa-f]{1,4}))?\:\:(?:(?:[0-9A-Fa-f]{1,4})\:){2}(?:(?:(?:[0-9A-Fa-f]{1,4})\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9]))))|(?:(?:(?:(?:[0-9A-Fa-f]{1,4})\:){0,3}(?:[0-9A-Fa-f]{1,4}))?\:\:(?:[0-9A-Fa-f]{1,4})\:(?:(?:(?:[0-9A-Fa-f]{1,4})\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9]))))|(?:(?:(?:(?:[0-9A-Fa-f]{1,4})\:){0,4}(?:[0-9A-Fa-f]{1,4}))?\:\:(?:(?:(?:[0-9A-Fa-f]{1,4})\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9])\.(?:(?:25[0-5])|(?:2[0-4][0-9])|(?:1[0-9][0-9])|(?:0?[1-9][0-9])|0?0?[0-9]))))|(?:(?:(?:(?:[0-9A-Fa-f]{1,4})\:){0,5}(?:[0-9A-Fa-f]{1,4}))?\:\:(?:[0-9A-Fa-f]{1,4}))|(?:(?:(?:(?:[0-9A-Fa-f]{1,4})\:){0,6}(?:[0-9A-Fa-f]{1,4}))?\:\:)))(?:(?:\%25|\%(?![0-9A-Fa-f]{2}))((?:(?:[A-Za-z0-9\-\.\_\~\xA0-\u200D\u2010-\u2029\u202F-\uD7FF\uF900-\uFDCF\uFDF0-\uFFEF]|(?:(?:%[EFef][0-9A-Fa-f]%[0-9A-Fa-f][0-9A-Fa-f]%[0-9A-Fa-f][0-9A-Fa-f])|(?:%[89A-Fa-f][0-9A-Fa-f]%[0-9A-Fa-f][0-9A-Fa-f])|(?:%[0-9A-Fa-f][0-9A-Fa-f])))+)))?\]?$
      1    0.0%    0.0%  RegExp: ^[a-z:#\/]
      1    0.0%    0.0%  RegExp: ^[ \t\n\r]
      1    0.0%    0.0%  RegExp: ^((?:@[^/\\%]+\/)?[^./\\%][^/\\%]*)(\/.*)?$
      1    0.0%    0.0%  LazyCompile: *writeOrBuffer _stream_writable.js:412:23
      1    0.0%    0.0%  LazyCompile: *writeHead _http_server.js:240:19
      1    0.0%    0.0%  LazyCompile: *stringify querystring.js:165:19
      1    0.0%    0.0%  LazyCompile: *stringEndsWith /home/post/projects/osprey-profiling/app/node_modules/raml-1-parser/dist/util/index.js:70:24
      1    0.0%    0.0%  LazyCompile: *removeAllListeners events.js:497:32
      1    0.0%    0.0%  LazyCompile: *realpathSync fs.js:1480:22
      1    0.0%    0.0%  LazyCompile: *parseObject /home/post/projects/osprey-profiling/app/node_modules/qs/lib/parse.js:100:28
      1    0.0%    0.0%  LazyCompile: *next /home/post/projects/osprey-profiling/app/node_modules/compose-middleware/lib/index.js:47:26
      1    0.0%    0.0%  LazyCompile: *needFinish _stream_writable.js:667:20
      1    0.0%    0.0%  LazyCompile: *isWebPath /home/post/projects/osprey-profiling/app/node_modules/raml-1-parser/dist/parser/lowLevelAST.js:239:19
      1    0.0%    0.0%  LazyCompile: *isArrayLike /home/post/projects/osprey-profiling/app/node_modules/underscore/underscore.js:170:29
      1    0.0%    0.0%  LazyCompile: *freeParser _http_common.js:181:20
      1    0.0%    0.0%  LazyCompile: *fast_slash /home/post/projects/osprey-profiling/app/node_modules/router/engine.js:795:21
      1    0.0%    0.0%  LazyCompile: *entitytag /home/post/projects/osprey-profiling/app/node_modules/etag/index.js:39:20
      1    0.0%    0.0%  LazyCompile: *emitReadable _stream_readable.js:597:22
      1    0.0%    0.0%  LazyCompile: *afterWrite _stream_writable.js:530:20
      1    0.0%    0.0%  LazyCompile: *_.find._.detect /home/post/projects/osprey-profiling/app/node_modules/underscore/underscore.js:243:31
      1    0.0%    0.0%  LazyCompile: *_.contains._.includes._.include /home/post/projects/osprey-profiling/app/node_modules/underscore/underscore.js:293:49
      1    0.0%    0.0%  LazyCompile: *Readable.resume _stream_readable.js:983:37
      1    0.0%    0.0%  LazyCompile: *CompositeObjectPropertyMatcher.match /home/post/projects/osprey-profiling/app/node_modules/raml-1-parser/dist/util/jsonSerializer.js:717:63
      1    0.0%    0.0%  LazyCompile: *Adaptable.getAdapter /home/post/projects/osprey-profiling/app/node_modules/raml-definition-system/node_modules/raml-typesystem/dist/src/nominal-types.js:50:47
      1    0.0%    0.0%  LazyCompile: *AbstractType.isAssignableFrom /home/post/projects/osprey-profiling/app/node_modules/raml-definition-system/node_modules/raml-typesystem/dist/src/nominal-types.js:428:56
      1    0.0%    0.0%  LazyCompile: *ASTNode.rawKey /home/post/projects/osprey-profiling/app/node_modules/raml-1-parser/dist/parser/jsyaml/jsyaml2lowLevel.js:2629:41
      1    0.0%    0.0%  LazyCompile: *ASTNode /home/post/projects/osprey-profiling/app/node_modules/raml-1-parser/dist/parser/jsyaml/jsyaml2lowLevel.js:2046:21
      1    0.0%    0.0%  LazyCompile: *<anonymous> net.js:665:24
      1    0.0%    0.0%  LazyCompile: *<anonymous> /home/post/projects/osprey-profiling/app/node_modules/raml-1-parser/dist/parser/ast.core/builder.js:43:38
      1    0.0%    0.0%  LazyCompile: *<anonymous> /home/post/projects/osprey-profiling/app/node_modules/express/lib/router/index.js:275:64

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
  12954   56.4%  /home/post/.nvm/versions/node/v13.5.0/bin/node
   3676   28.4%    v8::internal::Builtin_ArrayConcat(int, unsigned long*, v8::internal::Isolate*)
   1436   39.1%      LazyCompile: *<anonymous> /home/post/projects/osprey-profiling/app/node_modules/raml-validate/raml-validate.js:305:19
   1170   81.5%        LazyCompile: *ospreyMethodHeader /home/post/projects/osprey-profiling/app/node_modules/osprey-method-handler/osprey-method-handler.js:263:38
   1170  100.0%          LazyCompile: *dispatch /home/post/projects/osprey-profiling/app/node_modules/compose-middleware/lib/index.js:42:26
   1170  100.0%            LazyCompile: *next /home/post/projects/osprey-profiling/app/node_modules/compose-middleware/lib/index.js:47:26
     99    6.9%        LazyCompile: *ospreyQuery /home/post/projects/osprey-profiling/app/node_modules/osprey-method-handler/osprey-method-handler.js:216:31
     99  100.0%          LazyCompile: *dispatch /home/post/projects/osprey-profiling/app/node_modules/compose-middleware/lib/index.js:42:26
